time,active_db_conn_count,call_count,cpu_usage,extcall_count,extcall_time,extcall_time_tx,fail_count,fetch_time,fetch_time_tx,file_count,gc_count,gc_time,active_tx_count,heap_usage,method_time_tx,prepare_count,prepare_time,prepare_time_tx,response_time,socket_count,sql_count,sql_time,sql_time_tx,tps,fetch_count,thread_count
2022-05-13 00:00:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.6979,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,351.05
2022-05-13 00:01:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,15.6545,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,351.0
2022-05-13 00:02:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.6435,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,351.0
2022-05-13 00:03:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.45,0.0,15.6033,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,351.0
2022-05-13 00:04:00,0.0,0.0,0.05,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.7986,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,289.3
2022-05-13 00:05:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,14.8469,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:06:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,15.3354,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:07:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.2,0.0,14.7318,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:08:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,15.4775,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:09:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.2,0.0,14.6558,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:10:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,15.5183,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:11:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.6336,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:12:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,15.306,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:13:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.8661,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:14:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.3,0.0,15.0774,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:15:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,15.074,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:16:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.4,0.0,14.9579,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:17:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,15.3008,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:18:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,14.7489,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:19:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,15.506,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:20:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,14.5258,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:21:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,15.3919,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:22:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,14.7538,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
2022-05-13 00:23:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.05,0.15,0.0,15.187,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,98.0
