time,active_db_conn_count,call_count,cpu_usage,extcall_count,extcall_time,extcall_time_tx,fail_count,fetch_time,fetch_time_tx,file_count,gc_count,gc_time,active_tx_count,heap_usage,method_time_tx,prepare_count,prepare_time,prepare_time_tx,response_time,socket_count,sql_count,sql_time,sql_time_tx,tps,fetch_count,thread_count
2022-02-04 00:00:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.047507808209776,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,165.15
2022-02-04 00:01:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,14.250846246911038,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,165.0
2022-02-04 00:02:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.2,2.0,13.043104964648546,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,166.55
2022-02-04 00:03:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.643956359829764,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,167.0
2022-02-04 00:04:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.25,2.0,13.721496816652936,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,158.6
2022-02-04 00:05:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.362539041048876,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:06:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.45,2.0,13.987946612438222,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:07:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,12.865591536243823,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:08:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,14.073906636120267,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:09:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.2,2.0,12.89219093218012,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:10:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.671210015101597,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:11:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.35,2.0,13.479394048599673,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:12:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.290162942751234,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:13:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.2,2.0,13.814337288920925,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:14:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.001725743066999,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:15:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.4,2.0,14.071879504736412,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:16:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,12.733205913646351,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:17:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.938866436710594,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:18:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.2,2.0,12.917192219247667,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
2022-02-04 00:19:00,0.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,2.0,13.749629968080722,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,99.0
